Conventions,G,BADC-CSV,1
title,G,uk-daily-rain-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point series
collection_name,G,midas-open
collection_version_number,G,dataset-version-202107
history,G,Created 2021-07-15
last_revised_date,G,2021-07-15
observation_station,G,culzean-castle
historic_county_name,G,ayrshire
midas_station_id,G,00999
location,G,55.351,-4.791
height,G,42,m
date_valid,G,2017-01-01 00:00:00,2017-12-31 23:59:59
midas_qc_version_number,G,1
comments,G,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
comments,G,This file contains station observations
comments,G,missing values are identified with the missing data flag
missing_value,G,NA
coordinate_variable,ob_date,t
long_name,ob_date,Date of observation,s
type,ob_date,char
comments,ob_date,Date and time (YYYY-MM-DD HH:MM:SS) of the observation
long_name,id,station identifier,1
type,id,char
comments,id,a station may have more than one id assigned to it designated by the id_type
long_name,id_type,identifier type,1
type,id_type,char
comments,id_type,a station may have more than one id assigned to it defined by id_type
long_name,version_num,midas qc version number,1
type,version_num,int
comments,version_num,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
long_name,met_domain_name,message type,1
type,met_domain_name,char
comments,met_domain_name,message type (see MIDAS documentation)
long_name,ob_day_cnt,Observation day count,day
type,ob_day_cnt,int
long_name,ob_end_ctime,clock time at end of observation as HHMM,s
type,ob_end_ctime,char
long_name,src_id,unique source identifier or station site number,1
type,src_id,int
comments,src_id,unique source identifier or station site number
long_name,rec_st_ind,state indicator for the record,1
type,rec_st_ind,int
comments,rec_st_ind,state indicator for the current stage in the life of the record (see MIDAS documentation)
long_name,prcp_amt,Precipitation amount,mm
type,prcp_amt,float
long_name,ob_day_cnt_q,QC code: observation day count,1
type,ob_day_cnt_q,int
long_name,prcp_amt_q,QC code: precipitation amount,1
type,prcp_amt_q,int
long_name,prcp_amt_j,Descriptor: precipitation amount,1
type,prcp_amt_j,int
long_name,meto_stmp_time,Met Office receipt stamp time,s
type,meto_stmp_time,char
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS)
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS ,minutes
type,midas_stmp_etime,int
data
ob_date,id,id_type,version_num,met_domain_name,ob_end_ctime,ob_day_cnt,src_id,rec_st_ind,prcp_amt,ob_day_cnt_q,prcp_amt_q,prcp_amt_j,meto_stmp_time,midas_stmp_etime
2017-01-20 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:21:31,0
2017-01-21 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:21:31,0
2017-01-22 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.9,0,6,NA,2017-05-18 14:21:31,0
2017-01-23 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:21:31,0
2017-01-24 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2,0,6,NA,2017-05-18 14:21:31,0
2017-01-25 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.1,0,6,NA,2017-05-18 14:21:31,0
2017-01-26 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:21:31,0
2017-01-27 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:21:31,0
2017-01-28 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,10,0,6,NA,2017-05-18 14:21:31,0
2017-01-29 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,5.3,0,6,NA,2017-05-18 14:21:31,0
2017-01-30 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.2,0,6,NA,2017-05-18 14:21:31,0
2017-01-31 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.7,0,6,NA,2017-05-18 14:21:31,0
2017-02-01 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2.3,0,6,NA,2017-05-18 14:21:31,0
2017-02-02 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.3,0,6,NA,2017-05-18 14:25:35,0
2017-02-03 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1014,2.6,0,2306,NA,2017-06-08 14:43:17,0
2017-02-04 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,17,0,2576,NA,2017-06-08 14:43:17,0
2017-02-05 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,3.5,0,6,NA,2017-05-18 14:25:35,0
2017-02-06 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.3,0,6,NA,2017-05-18 14:25:35,0
2017-02-07 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,14.5,0,6,NA,2017-05-18 14:25:35,0
2017-02-08 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,19.4,0,6,NA,2017-05-18 14:25:35,0
2017-02-09 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-10 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-11 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-12 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-13 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-14 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-15 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:25:35,0
2017-02-16 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.5,0,6,NA,2017-05-18 14:25:35,0
2017-02-17 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.2,0,6,NA,2017-05-18 14:25:35,0
2017-02-18 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.7,0,6,NA,2017-05-18 14:25:35,0
2017-02-19 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.3,0,6,NA,2017-05-18 14:25:35,0
2017-02-20 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,4.7,0,6,NA,2017-05-18 14:25:35,0
2017-02-21 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.5,0,6,NA,2017-05-18 14:25:35,0
2017-02-22 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,6.1,0,2576,NA,2017-06-08 14:43:17,0
2017-02-23 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,6.2,0,2576,NA,2017-06-08 14:43:17,0
2017-02-24 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,6.2,0,6,NA,2017-05-18 14:25:35,0
2017-02-25 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,21.6,0,6,NA,2017-05-18 14:25:35,0
2017-02-26 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,4.2,0,6,NA,2017-05-18 14:25:35,0
2017-02-27 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,7.3,0,6,NA,2017-05-18 14:25:35,0
2017-02-28 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.1,0,6,NA,2017-05-18 14:25:35,0
2017-03-01 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2.7,0,6,NA,2017-05-18 14:25:35,0
2017-03-02 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.1,0,6,NA,2017-05-18 14:27:48,0
2017-03-03 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2.6,0,6,NA,2017-05-18 14:27:48,0
2017-03-04 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,15,0,6,NA,2017-05-18 14:27:48,0
2017-03-05 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,0.4,0,2576,NA,2017-06-08 14:43:17,0
2017-03-06 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.8,0,6,NA,2017-05-18 14:27:48,0
2017-03-07 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,10006,NA,2017-05-18 14:27:48,0
2017-03-08 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,15.3,0,6,NA,2017-05-18 14:27:48,0
2017-03-09 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,1.9,0,6,NA,2017-05-18 14:27:48,0
2017-03-10 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1014,0.4,0,1306,NA,2017-06-08 14:43:17,0
2017-03-11 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,3.1,0,1306,NA,2017-06-08 14:43:17,0
2017-03-12 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,0.6,0,2576,NA,2017-06-08 14:43:17,0
2017-03-13 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2.2,0,6,NA,2017-05-18 14:27:48,0
2017-03-14 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,1,0,6,NA,2017-05-18 14:27:48,0
2017-03-15 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-16 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,0.1,0,2576,NA,2017-06-08 14:43:17,0
2017-03-17 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,6.2,0,2576,NA,2017-06-08 14:43:17,0
2017-03-18 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,10.1,0,2576,NA,2017-06-08 14:43:17,0
2017-03-19 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,13,0,2576,NA,2017-06-08 14:43:17,0
2017-03-20 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,1.8,0,2576,NA,2017-06-08 14:43:17,0
2017-03-21 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,5,0,6,NA,2017-05-18 14:27:48,0
2017-03-22 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,10006,NA,2017-05-18 14:27:48,0
2017-03-23 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.3,0,6,NA,2017-05-18 14:27:48,0
2017-03-24 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-25 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-26 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-27 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-28 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-29 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-05-18 14:27:48,0
2017-03-30 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,4.7,0,6,NA,2017-05-18 14:27:48,0
2017-03-31 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,6.1,0,6,NA,2017-05-18 14:27:48,0
2017-04-01 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,1.7,0,6,NA,2017-05-18 14:27:48,0
2017-04-02 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,1.4,0,6,NA,2017-07-05 07:58:49,0
2017-04-03 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,0,0,2576,NA,2017-06-08 14:43:17,0
2017-04-04 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1022,2.2,0,2576,NA,2017-06-08 14:43:17,0
2017-04-05 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-06 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,10006,NA,2017-08-08 08:34:21,0
2017-04-07 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,10006,NA,2017-07-06 09:28:15,0
2017-04-08 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-09 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-10 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.1,0,6,NA,2017-07-05 07:58:49,0
2017-04-11 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-12 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,3,0,6,NA,2017-07-05 07:58:49,0
2017-04-13 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.4,0,6,NA,2017-07-05 07:58:49,0
2017-04-14 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,1.6,0,6,NA,2017-07-05 07:58:49,0
2017-04-15 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,1.9,0,6,NA,2017-07-05 07:58:49,0
2017-04-16 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2.8,0,6,NA,2017-07-05 07:58:49,0
2017-04-17 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,2.3,0,6,NA,2017-07-05 07:58:49,0
2017-04-18 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.3,0,6,NA,2017-07-05 07:58:49,0
2017-04-19 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.2,0,6,NA,2017-07-05 07:58:49,0
2017-04-20 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.5,0,6,NA,2017-07-05 07:58:49,0
2017-04-21 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-22 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-23 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-24 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.4,0,6,NA,2017-07-05 07:58:49,0
2017-04-25 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-26 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-04-27 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.1,0,6,NA,2017-07-05 07:58:49,0
2017-04-28 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.2,0,6,NA,2017-07-05 07:58:49,0
2017-04-29 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0.8,0,6,NA,2017-07-05 07:58:49,0
2017-04-30 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
2017-05-01 00:00:00,641733,RAIN,1,DLY3208,900,1,999,1011,0,0,6,NA,2017-07-05 07:58:49,0
end data
